Address,City,FILE,PM ID,Property ID,Property Name,Property Type,State,Zip
1240 E 9TH ST,CLEVELAND,RPMD,,OH0192ZZ,A J CELEBREZZE FB,Building,OH,44114
Cleveland Hopkins Airpo,CLEVELAND,RPMD,,OHE00602,Land - AAIA RDA Site,Land,OH,44135
5300 Riverside Drive,CLEVELAND,RPMD,,OHE03801,ASOS-Cleveland-Hopkins Int'l,Land,OH,44135
5300 Riverside Drive,CLEVELAND,RPMD,,OHE04901,Asos-Burke Lakefront Airport,Land,OH,44135
1800 Triplett Blvd,AKRON,RPMD,,OHE03601,Asos-Akron Fulton Int'l Ap,Land,OH,44306
1561 Dreisbach Road,AKRON,RPMD,,OHE05401,NWR Akron OH KDO94,Structure,OH,44320
750 Mabel Street,YOUNGSTOWN,RPMD,,14001157,NWR Youngstown OH WWG56,Structure,OH,44502
City Hall,YOUNGSTOWN,RPMD,,OHE04701,Asos-Youngstown Municipal Ap,Land,OH,44503
166 East High Avenue,NEW PHILADELPHIA,RPMD,,OHE02701,Asos - Harry Clever Field,Land,OH,44663
"40.76406, -81 .91025",WOOSTER,RPMD,,14001624,USCRN Wooster OH,Land,OH,44691
428 W Liberty St,WOOSTER,RPMD,,OHE02801,Asos-Wayne County Airport,Land,OH,44691
3458 State Route 269,BELLEVUE,RPMD,,14001028,NWR Bellevue OH KHB97,Structure,OH,44811
2000 Harrington Memoria,MANSFIELD,RPMD,,OHE04401,Asos-mansfield Lahm Municipal,Land,OH,44903
130 High Street,HAMILTON,RPMD,,OHE04101,Asos-Butler County Reg. Ap,Land,OH,45011
1901 S. Street  Route 1,WILMINGTON,RPMD,,OHE03501,Land - Nexrad,Land,OH,45177
262 Wilmer Avenue,CINCINNATI,RPMD,,OHE03701,Asos-Cincinnati Municipal Ap,Land,OH,45226
WFCJ-FM at 7333 Manning Road,MIAMISBURG,RPMD,,OHE01701,NWR Miamisburg OH WXJ46,Structure,OH,45342
19507 State Route 501,LIMA,RPMD,,OHE05301,NWR Cridersville (Lima) OH WXJ93,Structure,OH,45806
Anderson Water Works,ANDERSON,RPMD,,INC01901,Anderson IN River Gage,Structure,IN,46018
10 St Bridge,INDIANAPOLIS,RPMD,,INC02501,White River Gage Indianapolis IN,Structure,IN,46206
9301 E. 59th St.,INDIANAPOLIS,RPMD,,14001594,OAR OP Lidar Indianapolis IN,Structure,IN,46216
9301 E Burk Road,INDIANAPOLIS,RPMD,,INC02601,NWR Indianapolis IN  KEC74,Structure,IN,46229
Indianapolis International Airport,INDIANAPOLIS,RPMD,,INC04001,ASOS Indianapolis International Airport,Land,IN,46241
6900 West Hanna Avenue,INDIANAPOLIS,RPMD,,INC04301,WFO RDA  Indianapolis IN Site,Land,IN,46241
250 West US Highway 12,BURNS HARBOR,RPMD,,14000764,NWS Marine Platform Burns Harbor IN,Land,IN,46304
3354 W. Schultz Road,LA PORTE,RPMD,,14000732,NWR La Porte IN KJY62 9534/16,Structure,IN,46350
7506 East 850 North,SYRACUSE,RPMD,,INC04701,WFO Northern Indiana Site,Land,IN,46567
16965 Johnson Road,SOUTH BEND,RPMD,,INC01201,NWR South Bend (Mishawaka) IN WXJ57 9534/14,Structure,IN,46614
Michianna Regional Airport,SOUTH BEND,RPMD,,INC03801,ASOS Michianna Regional Airport,Land,IN,46628
260 East CR 300 N,ANGOLA,RPMD,,INC05401,NWR Angola IN KXi94 9534/15,Structure,IN,46703
3632 Butler Road,FORT WAYNE,RPMD,,14001366,Ground Space Fort Wayne IN,Land,IN,46805
3632 Butler Road,FORT WAYNE,RPMD,,INC02301,NWR Fort Wayne IN WXJ58 9534/11,Structure,IN,46805
Ft Wayne International,FT WAYNE,RPMD,,INC04101,ASOS Ft Wayne IN International Airport,Land,IN,46809
"Lat 33 deg 57' 13.0"" N Long 091 deg 52' 42.0"" W",STAR CITY,RPMD,,14000980,NWR Star City  AR WXJ54,Land,AR,46985
"Lat 33 deg 57' 13.0"" N Long 091 deg 52' 42.0"" W",STAR CITY,RPMD,,14000982,NWR Star City  AR Tower Space,Structure,AR,46985
In State Police Tower,SEYMOUR,RPMD,,INC04801,NWR Seymour IN WWG73,Structure,IN,47274
10904 S. Cty Rd 50 West,MUNCIE,RPMD,,14001103,NWR Muncie IN KJY93,Structure,IN,47302
"38.88818D N, 86.57047 D W",BEDFORD,RPMD,,14001081,CRN Bedford IN,Land,IN,47421
In State Police Tower,GEORGIA,RPMD,,INC04901,NWR Georgia IN WWG72,Structure,IN,47446
In State Police Tower,EDWARDSPORT,RPMD,,INC05001,NWR Edwardsport IN WWG83,Structure,IN,47528
Tell City Elec Plant,TELL CITY,RPMD,,INC02801,River Gage Tell City IN,Structure,IN,47586
4463 E 1200 S,HAUBSTADT,RPMD,,INC05301,NWR Haubstadt IN 9957/12,Structure,IN,47639
6446 County Road S 850 W,OWENSVILLE,RPMD,,14000477,NEXRAD Radar Owensville IN,Land,IN,47665
100 NW 2ND ST,EVANSVILLE,RPMD,,IN1884ZZ,OLD POST OFFICE PLACE,Building,IN,47708
Evansville Regional Airport,EVANSVILLE,RPMD,,INC03701,ASOS Evansville Regional Airport,Land,IN,47711
8373 N. 900 West,YEOMAN,RPMD,,INC01301,NWR Yeoman Monticello Lafayette  IN WXK74,Structure,IN,47997
1530 St. Claire River Drive,ALGONAC,RPMD,,14001356,NOS CO-OPS Water Level Gauge Station,Land,MI,48001
Coast Guard Station,PORT HURON,RPMD,,14000549,NWS Wind/Temperature Sensor Space,Structure,MI,48060
St. Clair River (Mouth of Black River),PORT HURON,RPMD,,14000736,Port Huron Gauge Station,Structure,MI,48060
42.945 -82.4433,PORT HURON,RPMD,,MIC08801,CO-OPS Dry Dock Water Level Gauge Shelter,Structure,MI,48061
43.1417 -82.4933,PORT HURON,RPMD,,MIC09101,CO-OPS Water Level Gauge Shelter,Structure,MI,48061
43.006 -82.4233,PORT HURON,RPMD,,MIC10201,CO-OPS Ft Gratiot Water Level Gage Shelter,Structure,MI,48061
15700 Lincoln Drive,SOUTHFIELD,RPMD,,MIC02101,NWR Southfield MI KEC63,Structure,MI,48076
[Detroit] 42.4733LT/-82.88LN,ST CLAIR SHORES,RPMD,,MIC03801,CO-OPS Water Level Gauge Shelter,Structure,MI,48079
[Detroit] 42.4733LT/-82.88LN,ST CLAIR SHORES,RPMD,,MIC03802,CO-OPS Land For Water Gage Station,Land,MI,48079
42.8133 -82.4867,ST CLAIR,RPMD,,MIC10101,CO-OPS State Police Water Gage Shelter,Structure,MI,48079
24770 Jefferson Avenue,ST CLAIR SHORES,RPMD,,14000768,NWS Wind Temperature System Site,Land,MI,48080
4840 South State Road,ANN ARBOR,RPMD,,14001047,OAR GLERL Office Ann Arbor MI,Building,MI,48108
11840 Toledo Beach Blvd,LA SALLE,RPMD,,14001533,GLERL Mooring Dock LaSalle MI,Structure,MI,48145
[Fermi] 41.96 -83.2583,NEWPORT,RPMD,,MIC08901,CO-OPS Water Level Gage Building,Structure,MI,48166
42.0917 -83.1867,ROCKWOOD,RPMD,,MIC09001,CO-OPS Water Level Gauge Shelter,Structure,MI,48173
42.2033 -83.1467,WYANDOTTE,RPMD,,MIC05601,CO-OPS Land for Water Level Gage,Land,MI,48192
42.2033LT/-83.1467LN,WYANDOTTE,RPMD,,MIC05602,CO-OPS Water Level Gage Building,Structure,MI,48192
St. Mary's Falls Canal,DETROIT,RPMD,,14000607,CO-OPS West Neebish Channel Gauge Station,Structure,MI,48231
Detroit Boatyard,DETROIT,RPMD,,14001012,NOS/Ft. Wayne Gauge Station,Land,MI,48231
42.2093 -83.0933,DETROIT,RPMD,,MIC08701,CO-OPS Ft Wayne Water Level Gauge Shelter,Structure,MI,48231
42.3583 -82.93,DETROIT,RPMD,,MIC10001,CO-OPS Windmill Pt Water Level Gage,Structure,MI,48238
Detroit Metro Wayne County Airport,DETROIT,RPMD,,14000252,ASOS Site/License,Land,MI,48242
Lighthouse County Park,BAD AXE,RPMD,,MIC09801,ASOS & Ramos Site/license,Land,MI,48413
2225 Willard Road,CLIO,RPMD,,MIC00901,NWR Clio Flint MI KIH29 9954/12,Structure,MI,48420
43.8467 -82.6433,HARBOR BEACH,RPMD,,MIC03301,CO-OPS Water Level Gauge Shelter,Structure,MI,48441
385 S Banner Road,SANDUSKY,RPMD,,14000389,NWR Sandusky MI WNG582 9954/13,Structure,MI,48471
Bishop International Ai,FLINT,RPMD,,MIC06701,ASOS Site License,Land,MI,48507
Gravelly Shoal Lighthouse,SAGINAW,RPMD,,14000499,NWS Equipment Site,Structure,MI,48605
Roscommon County Airpor,HOUGHTON LAKE,RPMD,,MIC07901,ASOS Site License,Land,MI,48629
44.276972 -84.313278,WEST BRANCH,RPMD,,MIC11501,NWR West Branch MI  KXi33 026129,Structure,MI,48661
686 Tawas Beach Road,EAST TAWAS,RPMD,,MIC08201,NWS 420 Wind System Site,Land,MI,48730
43.6417 -83.8467,ESSEXVILLE,RPMD,,MIC10301,CO-OPS Water Level Gauge Shelter,Structure,MI,48732
6071 E. Point Road,HARRISVILLE,RPMD,,MIC05401,NWS/Wind Equipment Sturgeon Point,Structure,MI,48740
2387 W Campus Drive,MOUNT PLEASANT,RPMD,,14000021,NWR Mount Pleasant MI  KZZ33 9635/16,Structure,MI,48859
Capital City Airport,LANSING,RPMD,,MIC07601,ASOS Site License,Land,MI,48906
Thunder Bay Rier,LANSING,RPMD,,14000664,CO-OPS Gauge Station,Structure,MI,48909
12285B M-89,PLAINWELL,RPMD,,14001060,NWR Plainwell MI WWF34,Structure,MI,49080
1701 Lions Park Drive,ST JOSEPH,RPMD,,14000769,NWS Marine Platform St. Joseph MI,Land,MI,49085
Adrian Road 1 mile east of Adrian MI,ADRIAN,RPMD,,14000442,NWR Adrian MI WNG647 9954/14,Structure,MI,49221
5812 Rossman Road,ONONDAGA,RPMD,,MIC01401,NWR Onondaga Rossman Rd MI WXK81 #9635/13,Structure,MI,49264
2707 Honey Creek Rd N.E.,CANNONSBURG,RPMD,,14001675,NWR Cannonsburg Grand Rapids MI KIG63,Structure,MI,49301
"43.982083, -85.839472",BALDWIN,RPMD,,14000705,NWR Wolf Lake (Baldwin) MI Transmitter 9635/17,Structure,MI,49304
4913 S Maple Island Road,HESPERIA,RPMD,,14001281,NWR Hesperia MI Newaygo County WWF36,Structure,MI,49421
Tulip City Airport,HOLLAND,RPMD,,MIC07001,ASOS Site License,Land,MI,49423
"42D46'42.78""N 86D13'17.21""W",HOLLAND,RPMD,,14001004,NOS Holland Gauge Station,Structure,MI,49424
43.9467 -86.4417,LUDINGTON,RPMD,,MIC03401,CO-OPS Water Level Gage Shelter,Structure,MI,49431
1431 Beach St.,MUSKEGON,RPMD,,14001652,OAR GLERL Building 3 Muskegon MI,Building,MI,49441
1431 Beach St.,MUSKEGON,RPMD,,MIC05802,OAR GLERL Field Station Bldg Garage Muskegon MI,Building,MI,49441
Muskegon County Airport,MUSKEGON,RPMD,,MIC07102,ASOS DSG Muskegon MI,Land,MI,49441
12220 Fillmore Street,WEST OLIVE,RPMD,,MIC11101,NWR West Olive MI WXN99 026-139-1,Structure,MI,49460
Kent County Intl Airpor,GRAND RAPIDS,RPMD,,MIC08101,Grand Rapids WFO/RDA Site,Land,MI,49508
Kent County Intl Airpor,GRAND RAPIDS,RPMD,,MIC07801,ASOS Site License,Land,MI,49512
4750 Walma Avenue Se,GRAND RAPIDS,RPMD,,MIC01201,NWR Grand Rapids Kentwood MI KIG63 9635/11,Structure,MI,49518
"PO Box 358,    70 Maple St",MANISTEE,RPMD,,14001099,"Land Marine Platform, MI, Manistee",Land,MI,49660
3rd St & Northport Bay,NORTHPORT,RPMD,,MIC04601,Northport Instr Site,Land,MI,49670
5256 Cedar Run Rd,TRAVERSE CITY,RPMD,,14001362,NWR Traverse City MI #Transmitter space,Structure,MI,49684
5256 Cedar Run Rd,TRAVERSE CITY,RPMD,,MIC01801,NWR Traverse City MI 9610/14 KIH22,Structure,MI,49684
"Lot 1, Section 18, T39N, R3W",MACKINAW CITY,RPMD,,14000922,NOS Mackinaw Gauge Station,Land,MI,49701
45.7783 -84.72,MACKINAW CITY,RPMD,,MIC03501,CO-OPS Water Level Gauge Shelter,Structure,MI,49701
500 West Fletcher Street,ALPENA,RPMD,,14000673,Thunder Bay NMS Bldg,Building,MI,49707
500 West Fletcher,ALPENA,RPMD,,14000686,Thunder Bay NMS (Dock),Structure,MI,49707
45.062778 -83.718333,ALPENA,RPMD,,MIC02001,NWR Alpena (Lachine) MI KIG83 9610/11,Structure,MI,49707
Alpena County Regional,ALPENA,RPMD,,MIC07201,"Land ASOS, MI, Alpena",Land,MI,49707
"Bldg 490, Room U112, Bldg 760",ALPENA,RPMD,,MIC10601,NWS ASOS ACU Alpena MI,Structure,MI,49707
(Port Iroquois) 46.485 -84.6317,BRIMLEY,RPMD,,MIC09201,CO-OPS Water Level Gauge Shelter,Structure,MI,49715
Durocher Dock Tower,CHEBOYGAN,RPMD,,MIC04901,NWS DARDC/Durocher Dock Tower,Structure,MI,49721
2916 West M-28,DAFTER,RPMD,,MIC04201,NWR Dafter Sault Ste Marie MI KIG74 9610/13,Structure,MI,49724
45.997 -82.896,DE TOUR VILLAGE,RPMD,,MIC10401,CO-OPS Water Level Gauge Shelter,Structure,MI,49725
"LAT 44D 54.473N, LONG 84D 43.234W",GAYLORD,RPMD,,14000777,CLIMATE REFERENCE NETWORK (CRN),Land,MI,49735
8800 Passenheim Hill Ro,GAYLORD,RPMD,,MIC09301,WFO/RDA/UA Land,Land,MI,49735
6150 West Robinson Road,GOOD HART,RPMD,,14001029,NWR Good Hart MI 7805,Structure,MI,49737
N 5099 Marina Road,NAUBINWAY,RPMD,,14000718,Marine Platform Naubinway MI,Land,MI,49762
M-123 & Whitefish Point,PARADISE,RPMD,,MIC11201,"Handar Tower, MI, White Fish Point Paradise",Land,MI,49768
7323 US 23 N,ROGERS CITY,RPMD,,14000763,NWS Wind/Temperature System Rogers City MI,Structure,MI,49779
CHIPPEWA COUNTY (LAKE HURON),SAULT STE MARIE,RPMD,,14000955,CO-OPS Little Rapids Channel,Structure,MI,49783
214 West 14th Avenue,Sault Ste Marie,RPMD,,14001671,Reserved Utility Easement (Electrical),Land,MI,49783
4030 County Road KCC,BIG BAY,RPMD,,14000771,NWS Marine Platform Big Bay MI,Land,MI,49808
LAT 46D 20.100N/LONG 86D 55.181W,CHATHAM,RPMD,,14000341,CLIMATE REFERENCE NETWORK (CRN),Land,MI,49816
4565 17th Road,ESCANABA,RPMD,,14000149,NWR Escanaba  MI KZZ35 9743/13,Structure,MI,49829
2225 II Drive,GARDEN,RPMD,,14000711,Marine Platform Garden (Fairport) MI,Land,MI,49835
E20640 Adams Trail,GRAND MARAIS,RPMD,,14001160,NWR Grand Marais MI WZ2515,Structure,MI,49839
7095 W Smith Lake Road,MANISTIQUE,RPMD,,14000577,NWR Manistique Steuben MI WNG684 9743/16,Structure,MI,49854
Rural Route,MANISTIQUE,RPMD,,MIC04301,Seul Choix Point Amos,Structure,MI,49854
Manistique Lift Station,MANISTIQUE,RPMD,,MIC09701,ASOS Site License,Land,MI,49854
101 Morgan Meadows,MARQUETTE,RPMD,,MIC04401,NWR Marquette MI KIG66 9743/13,Structure,MI,49855
46.545 -87.3783,MARQUETTE,RPMD,,MIC08501,CO-OPS Water Level Gage Building,Structure,MI,49855
1401 Presque Isle Avenue,MARQUETTE,RPMD,,MIC11401,"Land Marine Platform ROHN, MI, Marquette",Land,MI,49855
NORTH PIER,MENOMINEE,RPMD,,14001020,NOS/MENOMINEE GAUGE STATION,Land,MI,49858
501 E Munising Avenue,MUNISING,RPMD,,14000552,ASOS Site License,Land,MI,49862
N 7400 St Martin Hill Road,MUNISING,RPMD,,14001155,NWR Munising MI WZ2514,Structure,MI,49862
15320 County Road 402,NEWBERRY,RPMD,,14000253,NWR Newberry MI WNG576 9743/14,Structure,MI,49868
"Lakeside Marina, US 41 South",BARAGA,RPMD,,14000551,NWS/CRH Remote Weather Station,Structure,MI,49908
59298 Waterworks Road,CALUMET,RPMD,,14000677,Marine Platform Portage Canal Calumet MI,Land,MI,49913
Copper Harbor Water Trm,COPPER HARBOR,RPMD,,MIC09901,ASOS Site License,Land,MI,49918
2239 West US Highway 2,CRYSTAL FALLS,RPMD,,14001026,NWR Crystal Falls MI KJY76 9207,Structure,MI,49920
"47.178822, -88.241694",LAKE LINDEN,RPMD,,14000795,NWS Marine Platorm MI Lake Linden,Land,MI,49945
460 Pine Avenue,MARENISCO,RPMD,,14001123,NWR Marenisco Bessemer MI WNG683,Structure,MI,49947
46.874333 -89.324222,ONTONAGON,RPMD,,14001456,NOS CO-OPS Water Level Gauge Ontonagon MI,Land,MI,49953
46.870017 -89.319781,ONTONAGON,RPMD,,14001585,NWS MOS Ontonagon MI Site,Land,MI,49953
46.8783 -89.32,ONTONAGON,RPMD,,MIC10501,CO-OPS Water Level Gauge Shelter,Structure,MI,49953
"47.036389, -88.695278",PAINESDALE,RPMD,,14001242,NWR Painesdale (Houghton) MI WXK73,Structure,MI,49955
310 NW 134TH AVENUE,ALLEMAN,RPMD,,14000065,NWR Alleman IA WXL57 9546/16,Structure,IA,50007
811 South Oak Street,IOWA FALLS,RPMD,,14000291,NWR Iowa Falls (Hampton) IA WNG666 9546/31,Structure,IA,50126
9607 NW Beaver Drive,JOHNSTON,RPMD,,IAC02501,"Land WFO, IA, Johnston, Des Moines",Land,IA,50131
9607 Nw Beaver Drive,JOHNSTON,RPMD,,IAC02502,Cable Easement Site/permit,Land,IA,50131
Lamoni Airport,LAMONI,RPMD,,IAC03101,ASOS Lamoni Airport,Land,IA,50140
1306 Iowa Avenue West,MARSHALLTOWN,RPMD,,14001351,NWR Marshalltown IA KXI98,Structure,IA,50158
1306 Iowa Avenue West,MARSHALLTOWN,RPMD,,14001355,Generator Marshalltown IA,Land,IA,50158
IES Tower,MONTEZUMA,RPMD,,14000029,NWR Montezuma  IA KXi62 #DMX-24,Structure,IA,50171
LAT 41.55627N/LONG 93.28549W,PRAIRIE CITY,RPMD,,14000468,CRN Prairie City IA,Land,IA,50228
12141 211th Avenue,VAN WERT,RPMD,,14000246,NWR Van Wert Osceola  IA KZZ68,Structure,IA,50262
Des Moines Municipal Airport,DES MOINES,RPMD,,IAC02101,ASOS Des Moines Municipal Airport,Land,IA,50321
216 S Clark Street,FOREST CITY,RPMD,,14000691,NWR Forest City (Hancock) IA KYJ63 9546/18,Structure,IA,50436
1991 420th Street,ST ANSGAR,RPMD,,IAC03901,NWR St Ansgar IA ARX15 KXI68,Structure,IA,50472
"5 mile SSW of Fort Dodge, IA",FORT DODGE,RPMD,,IAC03401,NWR Fort Dodge IA WXK84,Structure,IA,50501
2178 570th Avenue,RINGSTED,RPMD,,14000501,NWR Ringsted Emmet County IA WNG688,Structure,IA,50578
1018 N Vestal Street,STORM LAKE,RPMD,,14000244,NWR Storm Lake Lakeside IA KWN47 9651/25,Structure,IA,50588
210 Firesteel Road,WAVERLY,RPMD,,IAC01001,NWR Waterloo Bremer Waverly IA WXL94,Structure,IA,50677
Waterloo Municipal Airport,WATERLOO,RPMD,,IAC02601,ASOS Waterloo Municipal Airport,Land,IA,50703
2559 140th Street,LENOX,RPMD,,14000044,NWR Lenox IA KXI65,Structure,IA,50851
7559 Correctionville Rd,LAWTON,RPMD,,14001372,NWR Sioux City IA KWIT WXL62,Structure,IA,51030
4 Miles West,LAWTON,RPMD,,IAC00801,NWR Sioux City  IA KWIT WXL62,Structure,IA,51030
Sioux Gateway Airport,SIOUX CITY,RPMD,,IAC03001,ASOS Sioux Gateway Airport,Land,IA,51111
102 S Eastern Street,SANBORN,RPMD,,14000243,NWR Sanborn IA KWN48  9651/24,Structure,IA,51248
1909 210TH Street,MILFORD,RPMD,,14000046,NWR Milford IA KZZ80,Structure,IA,51351
20684 210th Street,CARROLL,RPMD,,14000047,NWR Carroll IA 9546/13,Structure,IA,51401
2137 Denison Ridge Road,DENISON,RPMD,,14000487,NWR Denison IA WNG668,Structure,IA,51442
48751 Juniper Road,HANCOCK,RPMD,,14000245,NWR Hancock Powttawattan IA  KZZ52 9553/14,Structure,IA,51536
1607 G Avenue,ESSEX,RPMD,,14000053,NWR Essex Shenandoah IA KZZ50 9553/15,Structure,IA,51638
Dubuque Regional Airport,DUBUQUE,RPMD,,IAC02801,ASOS Dubuque Regional Airport,Land,IA,52001
6764 CAVES ROAD,MAQUOKETA,RPMD,,14000061,NWR Maquoketa Jackson IA KZZ83 9544/19,Structure,IA,52060
2423 245th Avenue,DECORAH,RPMD,,14000247,NWR Decorah IA KXI60 9643/18,Structure,IA,52101
1547 Baker Avenue,WEST BRANCH,RPMD,,14001095,OAR GMD MMS West Branch IA,Structure,IA,52358
1547 Baker Avenue,WEST BRANCH,RPMD,,14001256,OAR GMD Land - West Branch,Land,IA,52358
6301 Kirkwood Blvd,CEDAR RAPIDS,RPMD,,14001353,NWR Cedar Rapids IA -Pad,Structure,IA,52406
6301 Kirkwood Blvd,CEDAR RAPIDS,RPMD,,IAC00401,NWR Cedar Rapids IA WXL61,Structure,IA,52406
16825 Black Hawk,OTTUMWA,RPMD,,14001025,NWR Ottomwa IA WNG730,Structure,IA,52501
2098 150th Street,FAIRFIELD,RPMD,,IAC03701,NWR Fairfield IA WXN85 9544/13,Structure,IA,52556
617 Beaverdale Rd,WEST BURLINGTON,RPMD,,IAC03601,NWR West Burlington IA WXN83 9544/11,Structure,IA,52655
106 N. Lake Street,PORT WASHINGTON,RPMD,,14000737,NWS Marine Platform WI Port Washington,Land,WI,53074
5036 4th Avenue,KENOSHA,RPMD,,14000490,MARS Kenosha WI,Structure,WI,53140
43.0017 -87.8867,MILWAUKEE,RPMD,,WIC04101,CO-OPS Water Level Gage Building,Structure,WI,53201
Gen. Mitchell Intl. Air,MILWAUKEE,RPMD,,WIC02701,ASOS Site License,Land,WI,53207
Dane Cnty. Reg. Arpt.,MADISON,RPMD,,WIC00504,Arpt Access/util Agree,Land,WI,53704
Dane Co. Regional-truax,MADISON,RPMD,,WIC03401,ASOS Site License,Land,WI,53704
235 Pennsylvania Ave.,BAGLEY,RPMD,,14000489,MARS Sheboygan WI,Structure,WI,53801
647 Flamingo Lane,HAZEL GREEN,RPMD,,WIC01601,NWR Hazel Green (Kieler) WI WXL64 9544/17,Structure,WI,53811
13453 Tower Road,BARABOO,RPMD,,14000281,NWR Baraboo WI KHA47 9965/17,Structure,WI,53913
4121 County Road X,DE PERE,RPMD,,WIC00401,NWR De Pere  WI KIG65,Structure,WI,54115
N. 12909 US Highway 41,WAUSAUKEE,RPMD,,14000276,NWR Wausaukee WI WNG553 9645/17,Structure,WI,54177
N 12909 US Highway 41,WAUSAUKEE,RPMD,,14000279,NWR 45 SF Transmitter Wausaukee WI 9645/17,Structure,WI,54177
"45.19845, -87.359783",EPHRAIM,RPMD,,14001135,Pier Marine Platform Chambers Island WI,Land,WI,54211
44.795 -87.3133,STURGEON BAY,RPMD,,WIC01301,CO-OPS Water Level Gage Building,Structure,WI,54235
Richter Pier,WASHINGTON ISLAND,RPMD,,WIC01501,AMOS Gills Rock,Structure,WI,54246
Austin Straubel Intl Ai,GREEN BAY,RPMD,,WIC03801,ASOS Austin Straubel Intl Airport Site License,Land,WI,54301
44.54 -88.0083,GREEN BAY,RPMD,,WIC03501,CO-OPS Water Level Gage Building,Structure,WI,54303
Austin Straubel Field,GREEN BAY,RPMD,,WIC00202,NWS Upper Air Facility Site,Land,WI,54313
2511 South Point Road,GREEN BAY,RPMD,,WIC02101,"RDA - Equipment (Green Bay,WI)",Land,WI,54313
5330 Spider Lake Road,RHINELANDER,RPMD,,14000280,NWR Rhinelander Oneida WI WNG565 9645/16,Structure,WI,54501
"46.562597, -90.437283",HURLEY,RPMD,,14000672,NWS Marine Platform WI Saxon Harbor,Land,WI,54534
W4551 State Road 182,PARK FALLS,RPMD,,14000758,OAR ESRL GMD Tower Park Falls WI,Structure,WI,54552
W4551 State Road 182,PARK FALLS,RPMD,,14000759,OAR GMD Park Falls WI Site,Land,WI,54552
N8134 Snow Creek Road,BLACK RIVER FALLS,RPMD,,14000278,NWR Black River Falls WI WNG564 9643/23,Structure,WI,54615
S3572 County Road M,FOUNTAIN CITY,RPMD,,14000256,NWR Fountain City (Winona) WI KGG95 9643/21,Structure,WI,54629
"Site 2, Lat 44D 3.359N/Long 90D 7.939W",NECEDAH,RPMD,,14000426,Right-of-Way Permit for (CRN/SLA),Land,WI,54646
"Site 1, Lat 44D 3.623N/Long 90D 10.42W",NECEDAH,RPMD,,14000427,Right-of-Way Permit for (CRN/SLA),Land,WI,54646
E6200 Bear Lake Road,NEW LONDON,RPMD,,14000277,NWR New London WI WNG552  #9645/15,Structure,WI,54961
"45.84111, -92.9825",PINE CITY,RPMD,,14001611,NWR Pine City MN WNG678,Structure,MN,55063
"44.524167, -92.576389",RED WING,RPMD,,14001604,NWR Red Wing MN KJY80,Structure,MN,55066
LAT 46.11375N/LONG 92.99362W,SANDSTONE,RPMD,,14000615,CRN Sandstone MN,Land,MN,55072
3415 University Ave.,ST PAUL,RPMD,,MNC02401,NWR St Paul MN  Transmitter,Structure,MN,55114
"45.348333, -93.908889",MONTICELLO,RPMD,,14001619,NWR Enfield (Clearwater Monticello) MN WNG676,Structure,MN,55362
15125 118th Street,Norwood,RPMD,,14001607,NWR Norwood MN WNG685,Structure,MN,55368
Minneapolis St Paul International Airport,MINNEAPOLIS,RPMD,,MNC04701,ASOS Minneapolis St Paul International Airport,Land,MN,55450
"47.456303, 91.232147",FINLAND,RPMD,,14001602,NWR Finland MN WNG630,Structure,MN,55603
47.7483 -90.3416,GRAND MARAIS,RPMD,,MNC02301,CO-OPS Water Level Gage Building Grand Marais MN,Structure,MN,55604
Grand Marais Power Plant,GRAND MARAIS,RPMD,,MNC04801,ASOS Grand Marais Power Plant,Land,MN,55604
47.266739 -91.25107,SILVER BAY,RPMD,,14001562,NWS Weather Monitoring System Silver Bay MN,Land,MN,55614
1.4 miles South of Junction Hwy 169 and Hwy 1,ELY,RPMD,,14001187,NWR Ely MN KXI44,Structure,MN,55731
"47.291389, -93.481944",GRAND RAPIDS,RPMD,,14000022,NWR Grand Rapids Coleraine MI KZZ29 9745/19,Structure,MN,55744
"48.179778, -92.750389",ORR,RPMD,,14001599,NWR Elephant Lake (Orr) MN KZZ44,Structure,MN,55771
400 More Drive,VIRGINIA,RPMD,,14001600,NWR Virginia MN KZZ45,Structure,MN,55777
"46.790306, -92.114278",DULUTH,RPMD,,14001620,NWR Duluth MN KIG64,Structure,MN,55806
DULUTH VESSEL YARD,DULUTH,RPMD,,14000956,NOS Duluth Gauge Station,Structure,MN,55811
Duluth International Airport,DULUTH,RPMD,,MNC04501,ASOS/MDSG Site/license,Land,MN,55811
Duluth International Ai,DULUTH,RPMD,,MNC04502,ASOS Site License,Land,MN,55811
Rochester Municipal Air,ROCHESTER,RPMD,,MNC04001,ASOS Rochester Municipal Air,Land,MN,55902
"44.063333, -92.353333",ROCHESTER,RPMD,,14001614,NWR Viola (Rochester) MN WXK41,Structure,MN,55906
"44.087778, -93.701667",JANESVILLE,RPMD,,14001621,NWR Janesville (Mankato) MN WXK40,Structure,MN,56048
21371 Minnesota 15,NEW ULM,RPMD,,14001613,NWR New Ulm MN KXI39,Structure,MN,56073
107 Deaver,WINDOM,RPMD,,MNC05201,NWR Jeffers MN KXi31,Structure,MN,56101
2250 21st Street,FULDA,RPMD,,14000576,NWR Fulda Murray Cty MN WNG702,Structure,MN,56131
